CHROM,BIN_START,BIN_END,N_VARIANTS,MEAN,EMPIRICAL_PVALUE,GENEID,GENE
1,74520001,74560000,97,0.667132,8.002358589900282e-4,"ENSGALG00000017271,ENSGALG00000066718,ENSGALG00000017272"," , ,VWF"
1,74620001,74660000,91,0.677245,6.317651518342737e-4,ENSGALG00000017272,VWF
1,74640001,74680000,77,0.688966,5.264709598618023e-4,ENSGALG00000017272,VWF
1,74720001,74760000,107,0.660733,9.265888893568164e-4,"ENSGALG00000017274,ENSGALG00000068199,ENSGALG00000043916","CD9, , "
1,74780001,74820000,56,0.670053,7.581181822010619e-4,"ENSGALG00000017276,ENSGALG00000067612"," , "
1,74900001,74940000,84,0.664799,8.84471212567961e-4,ENSGALG00000013272,PRMT1
1,75000001,75040000,28,0.727211,0.00012635303036689916,ENSGALG00000014347,PARP11
1,75020001,75060000,56,0.69436,4.211767678894418e-4,"ENSGALG00000014347,ENSGALG00000063280,ENSGALT00000136800,ENSGALG00000061948","PARP11, , , "
1,75040001,75080000,86,0.668016,7.791770205954895e-4,"ENSGALG00000014347,ENSGALG00000063280,ENSGALT00000136800,ENSGALG00000061948,ENSGALG00000067550","PARP11, , , , "
1,75060001,75100000,88,0.694959,3.7905909110058644e-4,"ENSGALG00000061948,ENSGALG00000067550"," , "
1,75080001,75120000,80,0.660567,9.476477277513551e-4,ENSGALG00000061948, 
1,75120001,75160000,78,0.672532,6.949416670176678e-4,ENSGALG00000061948, 
1,75180001,75220000,99,0.709628,2.316472223392596e-4,"ENSGALG00000061948,ENSGALG00000063064,ENSGALG00000014342"," , ,TEAD4"
1,75200001,75240000,123,0.721499,1.4741186876132684e-4,"ENSGALG00000063064,ENSGALG00000014342"," ,TEAD4"
1,75220001,75260000,104,0.69984,2.527060607336873e-4,"ENSGALG00000063064,ENSGALG00000014342"," ,TEAD4"
1,75240001,75280000,113,0.698919,3.1588257591708135e-4,ENSGALG00000014342,TEAD4
1,75260001,75300000,85,0.691484,4.843532830729469e-4,"ENSGALG00000014342,ENSGALG00000013424","TEAD4, "
1,75280001,75320000,71,0.718201,2.105883839447209e-4,"ENSGALG00000014342,ENSGALG00000013424","TEAD4, "
1,75300001,75340000,109,0.69483,4.001179294950141e-4,"ENSGALG00000013424,ENSGALG00000013420"," ,FOXM1"
1,75400001,75440000,89,0.666838,8.212946973844559e-4,"ENSGALG00000014331,ENSGALG00000037656","FKBP4,NECAP1"
1,75420001,75460000,74,0.665449,8.423535357789946e-4,"ENSGALG00000014331,ENSGALG00000037656","FKBP4,NECAP1"
1,128840001,128880000,307,0.663882,9.055300509623887e-4, , 
2,118780001,118820000,297,0.672099,7.160005054120955e-4,"ENSGALG00000062176,ENSGALT00000125285,ENSGALG00000055367,ENSGALT00000146540,ENSGALG00000066225,ENSGALT00000143732"," , , , , , "
2,118900001,118940000,176,0.686688,5.896474750453073e-4,"ENSGALG00000067387,ENSGALT00000149637,ENSGALT00000134746,ENSGALT00000122623"," , , , "
2,118920001,118960000,185,0.767233,6.317651518339407e-5,"ENSGALG00000067387,ENSGALT00000134746,ENSGALT00000122623,ENSGALG00000067972,ENSGALT00000132850,ENSGALT00000147980,ENSGALT00000131960,ENSGALG00000060264,ENSGALT00000124930,ENSGALT00000115925,ENSGALT00000154597"," , , , , , , , , , , "
4,27980001,28020000,360,0.692761,4.632944446784082e-4,"ENSGALG00000060716,ENSGALT00000154238,ENSGALG00000061432,ENSGALT00000140943"," , , , "
24,6160001,6200000,500,0.670956,7.370593438066342e-4,"ENSGALG00000007868,ENSGALG00000048129,ENSGALG00000007874,ENSGALG00000007878,ENSGALG00000007882,ENSGALG00000047403,ENSGALG00000007904,ENSGALG00000007929"," , ,IL18,SDHD, , , ,DIXDC1"
24,6180001,6220000,418,0.771352,2.105883839442768e-5,"ENSGALG00000007882,ENSGALG00000047403,ENSGALG00000007904,ENSGALG00000007929"," , , ,DIXDC1"
24,6200001,6240000,363,0.693251,4.422356062839805e-4,"ENSGALG00000007929,ENSGALG00000032467,ENSGALG00000007945,ENSGALG00000040842","DIXDC1, ,CRYAB,HSPB2"
