CHROM,BIN_START,BIN_END,N_VARIANTS,MEAN,EMPIRICAL_PVALUE,GENEID,GENE
1,118600001,118640000,372,0.639244,7.370748657470338e-4,"ENSGALG00000059861,ENSGALT00000132031,ENSGALT00000119337,ENSGALT00000154737,ENSGALT00000109350,ENSGALG00000063004,ENSGALT00000123818,ENSGALG00000049170,ENSGALT00000100141,ENSGALG00000060889,ENSGALT00000096792,ENSGALG00000061966,ENSGALT00000118772"," , , , , , , , , , , ,U1,U1-201"
2,18620001,18660000,418,0.640224,7.160155838685789e-4,ENSGALG00000007956, 
2,18640001,18680000,408,0.655398,5.264820469621512e-4,ENSGALG00000007956, 
2,25320001,25360000,285,0.632847,8.423712751395307e-4,"ENSGALG00000065800,ENSGALT00000113533,ENSGALG00000068344,ENSGALT00000136008,ENSGALT00000147500,ENSGALT00000123994,ENSGALT00000125406,ENSGALT00000155282,ENSGALG00000066272,ENSGALT00000111468"," , , , , , , , , , "
2,25380001,25420000,439,0.635923,7.791934295040548e-4,"ENSGALG00000056275,ENSGALT00000151723,ENSGALT00000128035,ENSGALT00000129839"," , , , "
2,25400001,25440000,336,0.64111,6.73897020111669e-4,"ENSGALG00000056275,ENSGALT00000151723,ENSGALT00000128035,ENSGALT00000129839"," , , , "
2,25720001,25760000,328,0.659811,4.633042013267863e-4,"ENSGALG00000060004,ENSGALT00000149327"," , "
2,25740001,25780000,334,0.736383,1.0529640939238583e-4,"ENSGALG00000060004,ENSGALT00000149327"," , "
2,25760001,25800000,333,0.635389,8.002527113825098e-4, , 
2,25820001,25860000,257,0.654332,5.475413288407172e-4,"ENSGALG00000058373,ENSGALT00000141767,ENSGALT00000110065"," , , "
2,50560001,50600000,166,0.624126,9.897862482889375e-4,"ENSGALG00000061023,ENSGALT00000117391,ENSGALG00000034616"," , ,INHBA"
2,118720001,118760000,232,0.645188,6.31778456354648e-4,ENSGALG00000042621,HNF4G
2,118740001,118780000,285,0.650274,5.896598925976271e-4,"ENSGALG00000062176,ENSGALT00000125285"," , "
2,118760001,118800000,275,0.691596,2.1059281878488267e-4,"ENSGALG00000062176,ENSGALT00000125285,ENSGALG00000055367,ENSGALT00000146540"," , , , "
2,118780001,118820000,297,0.705213,1.4741497314940677e-4,"ENSGALG00000062176,ENSGALT00000125285,ENSGALG00000055367,ENSGALT00000146540,ENSGALG00000066225,ENSGALT00000143732"," , , , , , "
2,149040001,149080000,1754,0.651393,5.686006107191721e-4,ENSGALG00000039346, 
2,149060001,149100000,1712,0.634804,8.213119932610757e-4,ENSGALG00000039346, 
3,59020001,59060000,426,0.675659,3.5800779193428944e-4,"ENSGALG00000037423,ENSGALG00000014821","PTPRK,THEMIS"
3,59040001,59080000,443,0.684016,2.737706644203586e-4,ENSGALG00000014821,THEMIS
4,71260001,71300000,406,0.630471,9.476676845319165e-4,"ENSGALG00000068179,ENSGALT00000111518"," , "
4,71280001,71320000,366,0.667178,4.2118563756976535e-4, , 
4,71300001,71340000,356,0.656662,4.8436348320524125e-4,"ENSGALG00000063781,ENSGALT00000153113,ENSGALT00000153452"," , , "
4,71320001,71360000,389,0.631661,8.844898388964406e-4,"ENSGALG00000063781,ENSGALT00000153113,ENSGALT00000153452,ENSGALT00000144060,ENSGALT00000127000"," , , , , "
5,32760001,32800000,384,0.656626,5.054227650836962e-4, , 
5,32840001,32880000,375,0.632142,8.634305570179857e-4, , 
7,21260001,21300000,371,0.640728,6.949563019901239e-4,ENSGALG00000030032,SLC4A10
7,21280001,21320000,340,0.67275,3.790670738127444e-4,ENSGALG00000030032,SLC4A10
9,10380001,10420000,699,0.686708,2.527113825419036e-4,"ENSGALG00000002850,ENSGALG00000053866,ENSGALT00000117646,ENSGALT00000135938,ENSGALT00000105393,ENSGALT00000132165,ENSGALT00000148136,ENSGALG00000021117","RASA2, , , , , , ,RNF7"
18,100001,140000,81,0.650223,6.107191744761931e-4,"ENSGALG00000039712,ENSGALG00000042022","DHRS7C,GSG1L2"
18,120001,160000,102,0.682414,2.9482994629881354e-4,"ENSGALG00000039712,ENSGALG00000042022,ENSGALG00000041800","DHRS7C,GSG1L2,GLP2R"
18,460001,500000,466,0.631417,9.055491207750066e-4,ENSGALG00000058792,MYH1B
