CHROM,BIN_START,BIN_END,N_VARIANTS,MEAN,EMPIRICAL_PVALUE,GENEID,GENE
7,8600001,8640000,220,0.784088,6.740105735408841e-4,"ENSGALG00000067479,ENSGALT00000149827,ENSGALT00000109062,ENSGALT00000128114,ENSGALG00000065512,ENSGALT00000142901"," , , , , , "
7,8860001,8900000,209,0.780222,7.3719906481029e-4, , 
7,8880001,8920000,192,0.830351,2.527539650778454e-4, , 
7,9060001,9100000,396,0.786664,6.318849126946136e-4,"ENSGALG00000062727,ENSGALT00000111585"," , "
7,9200001,9240000,429,0.782292,7.161362343871547e-4,"ENSGALG00000067406,ENSGALT00000144697,ENSGALG00000065430,ENSGALT00000129421,ENSGALT00000111058,ENSGALT00000123370,ENSGALT00000154590,ENSGALT00000134279"," , , , , , , , "
8,900001,940000,366,0.818888,3.5806811719363285e-4, , 
8,920001,960000,341,0.825904,3.1594245634725127e-4, , 
8,1000001,1040000,365,0.804074,5.476335910019614e-4, , 
8,30060001,30100000,211,0.779403,7.582618952335363e-4,"ENSGALG00000011369,ENSGALG00000011379","LHX8,SLC44A5"
8,30080001,30120000,196,0.811436,4.42319438886174e-4,ENSGALG00000011379,SLC44A5
8,30100001,30140000,202,0.855145,8.425132169265215e-5,"ENSGALG00000011379,ENSGALG00000011388","SLC44A5,RABGGTB"
8,30120001,30160000,229,0.855596,6.318849126940584e-5,"ENSGALG00000011379,ENSGALG00000011388,ENSGALG00000017875,ENSGALT00000028582,ENSGALG00000017876,ENSGALT00000028583,ENSGALG00000011392","SLC44A5,RABGGTB, , , , ,SGF29"
8,30140001,30180000,216,0.806856,5.055079301556908e-4,"ENSGALG00000011388,ENSGALG00000017875,ENSGALT00000028582,ENSGALG00000017876,ENSGALT00000028583,ENSGALG00000011392","RABGGTB, , , , ,SGF29"
17,10360001,10400000,149,0.79874,5.686964214250967e-4,ENSGALG00000040582,LMX1B
17,10380001,10420000,117,0.811821,4.001937780399034e-4,ENSGALG00000040582,LMX1B
20,4200001,4240000,858,0.776612,8.635760473492127e-4,"ENSGALG00000056713,ENSGALT00000136811,ENSGALT00000117499"," , , "
26,160001,200000,162,0.852112,1.0531415211578743e-4,"ENSGALG00000042833,ENSGALG00000030966,ENSGALG00000057645,ENSGALT00000126075,ENSGALG00000000776"," ,MAPK13, , ,BRPF3"
26,180001,220000,123,0.82363,3.3700528677038655e-4,"ENSGALG00000030966,ENSGALG00000057645,ENSGALT00000126075,ENSGALG00000000776,ENSGALG00000039130","MAPK13, , ,BRPF3,TBC1D22B"
33,6540001,6580000,557,0.772073,9.899530298881354e-4,"ENSGALG00000043370,ENSGALG00000060911,ENSGALG00000057949,ENSGALT00000132481,ENSGALG00000037549,ENSGALG00000030099"," , , , , ,POLA2"
33,6560001,6600000,734,0.868444,2.106283042313528e-5,"ENSGALG00000037549,ENSGALG00000030099,ENSGALG00000041685,ENSGALG00000059704"," ,POLA2,CAPN1, "
33,6580001,6620000,788,0.831728,2.3169113465471014e-4,"ENSGALG00000041685,ENSGALG00000059704,ENSGALG00000060599,ENSGALG00000031594","CAPN1, , , "
