CHROM,BIN_START,BIN_END,N_VARIANTS,MEAN,EMPIRICAL_PVALUE,GENEID,GENE
2,28120001,28160000,87,0.998106,9.076708743191997e-4,"ENSGALG00000056639,ENSGALT00000120380,ENSGALT00000127863,ENSGALG00000060447,ENSGALT00000116322,ENSGALG00000066112,ENSGALT00000127104"," , , , , , , "
2,28300001,28340000,280,0.998605,6.121501245408556e-4,ENSGALG00000010795, 
2,28320001,28360000,302,0.998729,5.066069996200184e-4,ENSGALG00000010795, 
2,28340001,28380000,331,0.999289,1.266517499050046e-4,ENSGALG00000010795, 
2,28360001,28400000,335,0.998443,6.965846244775253e-4,"ENSGALG00000010795,ENSGALG00000036836"," ,SOSTDC1"
2,40920001,40960000,347,0.998531,6.33258749525023e-4,ENSGALG00000042371, 
2,41240001,41280000,229,0.998954,2.533034998100092e-4,"ENSGALG00000031163,ENSGALG00000029724"," ,MTURN"
2,41260001,41300000,258,0.999339,1.0554312492083717e-4,"ENSGALG00000031163,ENSGALG00000029724"," ,MTURN"
2,50540001,50580000,78,0.998103,9.287794993033671e-4,"ENSGALG00000061023,ENSGALT00000117391,ENSGALG00000066226,ENSGALT00000135566,ENSGALT00000110944,ENSGALG00000034616"," , , , , ,INHBA"
2,50660001,50700000,122,0.998243,8.443449993666974e-4,"ENSGALG00000063940,ENSGALT00000148201,ENSGALG00000050534,ENSGALT00000093257"," , , , "
3,29700001,29740000,248,0.998618,5.910414995566882e-4,ENSGALG00000010131,BTBD9
3,64000001,64040000,307,0.998907,3.060750622704278e-4,"ENSGALG00000014964,ENSGALG00000014965","NT5DC1,COL10A1"
3,66840001,66880000,243,0.998742,4.85498374635851e-4,"ENSGALG00000015070,ENSGALG00000015224","FIG4, "
3,81120001,81160000,186,0.998936,2.7441212479417665e-4,"ENSGALG00000062906,ENSGALT00000118742"," , "
3,81140001,81180000,206,0.998854,3.588466247308464e-4,"ENSGALG00000062906,ENSGALT00000118742"," , "
3,98060001,98100000,150,0.998398,7.176932494616928e-4, , 
3,98240001,98280000,107,0.998458,6.754759994933579e-4, , 
3,98260001,98300000,188,0.99966,6.33258749525023e-5, , 
3,98280001,98320000,169,0.999622,8.443449993666974e-5, , 
3,98300001,98340000,131,0.998373,7.388018744458602e-4, , 
3,98320001,98360000,157,0.998778,4.6438974965168356e-4, , 
3,98340001,98380000,96,0.999071,2.3219487482584178e-4,"ENSGALG00000066404,ENSGALT00000137783,ENSGALT00000131351"," , , "
3,98420001,98460000,150,0.998362,7.810191244141951e-4,"ENSGALG00000050662,ENSGALT00000151750,ENSGALG00000063539,ENSGALT00000151237,ENSGALG00000067097,ENSGALT00000121202"," , , , , , "
3,98440001,98480000,201,1,3.166293747625115e-5,"ENSGALG00000050662,ENSGALT00000151750,ENSGALT00000114800,ENSGALT00000125632,ENSGALG00000063539,ENSGALT00000151237,ENSGALG00000067097,ENSGALT00000121202"," , , , , , , , "
3,98760001,98800000,323,0.9992,1.6886899987333948e-4,"ENSGALG00000049244,ENSGALT00000118089,ENSGALT00000105468,ENSGALG00000042614"," , , , "
3,98840001,98880000,249,0.999279,1.4776037488917204e-4,ENSGALG00000042614, 
3,99100001,99140000,189,0.998299,8.021277493983625e-4, , 
3,99120001,99160000,185,0.998907,3.060750622704278e-4, , 
3,99320001,99360000,187,0.998366,7.599104994300276e-4,"ENSGALG00000054255,ENSGALT00000102097,ENSGALT00000112255,ENSGALT00000126223"," , , , "
4,28320001,28360000,67,0.998071,9.498881242875346e-4,"ENSGALG00000058662,ENSGALT00000151874"," , "
4,55960001,56000000,297,0.998019,9.921053742558694e-4,"ENSGALG00000061118,ENSGALT00000113558,ENSGALT00000110196,ENSGALT00000139402,ENSGALT00000123042,ENSGALT00000122146"," , , , , , "
4,61180001,61220000,296,0.998835,4.0106387469918126e-4,ENSGALG00000013427,SORBS2
4,62060001,62100000,39,0.998813,4.221724996833487e-4, , 
4,62080001,62120000,36,1,3.166293747625115e-5, , 
5,49460001,49500000,127,0.998652,5.488242495883533e-4,"ENSGALG00000057470,ENSGALT00000132049,ENSGALT00000141829,ENSGALT00000117685,ENSGALT00000151713,ENSGALG00000067846,ENSGALT00000125566,ENSGALT00000154466,ENSGALG00000055598"," , , , , , , , ,DIO3"
11,10620001,10660000,255,0.99865,5.699328745725207e-4,"ENSGALG00000004899,ENSGALG00000004903","PEPD, "
