CHROM,BIN_START,BIN_END,N_VARIANTS,MEAN,EMPIRICAL_PVALUE,GENEID,GENE
4,32960001,33000000,608,0.627808,9.260428505282192e-4,ENSGALG00000010061, 
5,35800001,35840000,479,0.626512,9.681357073704211e-4,ENSGALG00000029022, 
5,35980001,36020000,641,0.637012,6.945321378961644e-4,"ENSGALG00000048439,ENSGALT00000138572,ENSGALT00000121828"," , , "
5,36000001,36040000,627,0.636643,7.366249947383663e-4,"ENSGALG00000048439,ENSGALT00000138572,ENSGALT00000121828,ENSGALT00000105267"," , , , "
5,36020001,36060000,581,0.639982,6.313928526329171e-4,"ENSGALG00000048439,ENSGALT00000138572,ENSGALT00000121828,ENSGALT00000105267"," , , , "
5,36840001,36880000,621,0.675007,3.1569642631645856e-4,ENSGALG00000037632,NKX2-1
5,36860001,36900000,706,0.655189,5.261607105274679e-4,"ENSGALG00000010114,ENSGALG00000028483","PAX9, "
5,36880001,36920000,723,0.682414,2.736035694742567e-4,"ENSGALG00000010114,ENSGALG00000028483","PAX9, "
6,10840001,10880000,607,0.661016,3.998821400008623e-4,ENSGALG00000003805,PRKG1
6,11260001,11300000,665,0.648473,5.682535673696698e-4,"ENSGALG00000003935,ENSGALG00000003947,ENSGALG00000039161","PBLD,HNRNPH3,RUFY2"
6,11280001,11320000,771,0.645001,5.892999957907152e-4,"ENSGALG00000003935,ENSGALG00000003947,ENSGALG00000039161,ENSGALG00000004037","PBLD,HNRNPH3,RUFY2,DNA2"
6,16420001,16460000,517,0.702007,1.683714273688075e-4,ENSGALG00000005088,CAMK2G
6,16440001,16480000,497,0.678744,2.946499978953021e-4,ENSGALG00000005088,CAMK2G
6,16460001,16500000,394,0.631817,8.2081070842277e-4,ENSGALG00000005088,CAMK2G
8,14940001,14980000,710,0.780261,2.1046428421045427e-5,ENSGALG00000006091,HFM1
8,14960001,15000000,677,0.63518,7.576714231595227e-4,"ENSGALG00000006091,ENSGALG00000067881,ENSGALT00000140795,ENSGALG00000057184,ENSGALT00000126319","HFM1, , , , "
14,14000001,14040000,1838,0.629613,9.049964221071738e-4,"ENSGALG00000037837,ENSGALG00000059257,ENSGALT00000137640,ENSGALG00000058096,ENSGALT00000148658,ENSGALG00000009346"," , , , , , "
14,14020001,14060000,1667,0.691214,2.1046428421100938e-4,"ENSGALG00000059257,ENSGALT00000137640,ENSGALG00000058096,ENSGALT00000148658,ENSGALG00000009346,ENSGALG00000009341"," , , , , , "
14,14040001,14080000,1861,0.68601,2.5255714105321125e-4,"ENSGALG00000009341,ENSGALG00000062328,ENSGALT00000138449"," , , "
14,14060001,14100000,1735,0.632291,7.997642800017246e-4,"ENSGALG00000009341,ENSGALG00000062328,ENSGALT00000138449,ENSGALG00000009318"," , , ,IFT140"
